nmf
iter: 1, iterW: 1, iterH: 0
iter: 75, iterW: 44, iterH: 18
iter: 76, iterW: 79, iterH: 20
iter: 77, iterW: 72, iterH: 24
iter: 78, iterW: 46, iterH: 28
iter: 79, iterW: 49, iterH: 14
iter: 80, iterW: 59, iterH: 17
iter: 81, iterW: 41, iterH: 23
iter: 82, iterW: 43, iterH: 21
iter: 83, iterW: 55, iterH: 25
iter: 84, iterW: 94, iterH: 39
iter: 85, iterW: 78, iterH: 43
iter: 86, iterW: 87, iterH: 6
iter: 87, iterW: 57, iterH: 67
iter: 88, iterW: 47, iterH: 6
iter: 89, iterW: 68, iterH: 24
iter: 90, iterW: 39, iterH: 23
iter: 91, iterW: 61, iterH: 7
iter: 92, iterW: 69, iterH: 18
iter: 93, iterW: 55, iterH: 21
iter: 94, iterW: 73, iterH: 7
iter: 95, iterW: 61, iterH: 14
iter: 96, iterW: 38, iterH: 18
iter: 97, iterW: 68, iterH: 18
iter: 98, iterW: 78, iterH: 19
iter: 99, iterW: 84, iterH: 6
iter: 100, iterW: 54, iterH: 15
iter: 101, iterW: 80, iterH: 18
iter: 102, iterW: 58, iterH: 18
iter: 103, iterW: 71, iterH: 16
iter: 104, iterW: 56, iterH: 16
iter: 105, iterW: 47, iterH: 16
iter: 106, iterW: 51, iterH: 15
iter: 107, iterW: 76, iterH: 6
iter: 108, iterW: 59, iterH: 13
iter: 109, iterW: 38, iterH: 16
iter: 110, iterW: 47, iterH: 15
iter: 111, iterW: 55, iterH: 14
iter: 112, iterW: 86, iterH: 13
iter: 113, iterW: 46, iterH: 5
iter: 114, iterW: 40, iterH: 13
iter: 115, iterW: 53, iterH: 5
iter: 116, iterW: 55, iterH: 10
iter: 117, iterW: 48, iterH: 13
iter: 118, iterW: 60, iterH: 7
iter: 119, iterW: 58, iterH: 10
iter: 120, iterW: 31, iterH: 12
iter: 121, iterW: 59, iterH: 12
iter: 122, iterW: 44, iterH: 12
iter: 123, iterW: 49, iterH: 11
iter: 124, iterW: 55, iterH: 13
iter: 125, iterW: 53, iterH: 4
iter: 126, iterW: 34, iterH: 3
iter: 127, iterW: 75, iterH: 12
iter: 128, iterW: 66, iterH: 12
iter: 129, iterW: 49, iterH: 11
iter: 130, iterW: 37, iterH: 8
iter: 131, iterW: 39, iterH: 13
iter: 132, iterW: 52, iterH: 8
iter: 133, iterW: 48, iterH: 12
iter: 134, iterW: 64, iterH: 4
iter: 135, iterW: 66, iterH: 3
iter: 136, iterW: 54, iterH: 11
iter: 137, iterW: 53, iterH: 4
iter: 138, iterW: 47, iterH: 3
iter: 139, iterW: 56, iterH: 11
iter: 140, iterW: 33, iterH: 3
iter: 141, iterW: 28, iterH: 11
iter: 142, iterW: 50, iterH: 4
iter: 143, iterW: 47, iterH: 3
iter: 144, iterW: 25, iterH: 3
iter: 145, iterW: 32, iterH: 4
iter: 146, iterW: 40, iterH: 3
iter: 147, iterW: 54, iterH: 10
iter: 148, iterW: 36, iterH: 4
iter: 149, iterW: 25, iterH: 3
iter: 150, iterW: 29, iterH: 3
iter: 151, iterW: 34, iterH: 9
iter: 152, iterW: 33, iterH: 4
iter: 153, iterW: 29, iterH: 3
iter: 154, iterW: 34, iterH: 4
iter: 155, iterW: 27, iterH: 1
iter: 156, iterW: 21, iterH: 114
iter: 157, iterW: 57, iterH: 91
iter: 158, iterW: 61, iterH: 74
iter: 159, iterW: 68, iterH: 62
iter: 160, iterW: 39, iterH: 58
iter: 161, iterW: 47, iterH: 59
iter: 162, iterW: 52, iterH: 62
iter: 163, iterW: 41, iterH: 59
iter: 164, iterW: 41, iterH: 62
iter: 165, iterW: 39, iterH: 50
iter: 166, iterW: 38, iterH: 52
iter: 167, iterW: 47, iterH: 51
iter: 168, iterW: 40, iterH: 51
iter: 169, iterW: 51, iterH: 56
iter: 170, iterW: 39, iterH: 52
iter: 171, iterW: 45, iterH: 50
iter: 172, iterW: 44, iterH: 50
iter: 173, iterW: 50, iterH: 51
iter: 174, iterW: 45, iterH: 47
iter: 175, iterW: 43, iterH: 46
iter: 176, iterW: 41, iterH: 47
iter: 177, iterW: 37, iterH: 46
iter: 178, iterW: 40, iterH: 47
iter: 179, iterW: 58, iterH: 44
iter: 180, iterW: 41, iterH: 45
iter: 181, iterW: 34, iterH: 39
iter: 182, iterW: 66, iterH: 35
iter: 183, iterW: 34, iterH: 31
iter: 184, iterW: 44, iterH: 30
iter: 185, iterW: 69, iterH: 31
iter: 186, iterW: 44, iterH: 29
iter: 187, iterW: 39, iterH: 30
iter: 188, iterW: 45, iterH: 29
iter: 189, iterW: 44, iterH: 30
iter: 190, iterW: 68, iterH: 29
iter: 191, iterW: 42, iterH: 30
iter: 192, iterW: 46, iterH: 29
iter: 193, iterW: 38, iterH: 25
iter: 194, iterW: 50, iterH: 24
iter: 195, iterW: 47, iterH: 21
iter: 196, iterW: 82, iterH: 26
iter: 197, iterW: 58, iterH: 21
iter: 198, iterW: 49, iterH: 21
iter: 199, iterW: 33, iterH: 21
iter: 200, iterW: 36, iterH: 21
gnmf
iter: 1, iterW: 1, iterH: 0
iter: 2, iterW: 0, iterH: 0
iter: 3, iterW: 3, iterH: 0
iter: 4, iterW: 0, iterH: 0
iter: 5, iterW: 0, iterH: 0
iter: 6, iterW: 94, iterH: 0
iter: 7, iterW: 0, iterH: 0
iter: 8, iterW: 130, iterH: 0
iter: 9, iterW: 0, iterH: 4
iter: 10, iterW: 200, iterH: 3
iter: 11, iterW: 157, iterH: 0
iter: 12, iterW: 56, iterH: 21
iter: 13, iterW: 200, iterH: 12
iter: 14, iterW: 200, iterH: 9
iter: 15, iterW: 200, iterH: 7
iter: 16, iterW: 200, iterH: 5
iter: 17, iterW: 197, iterH: 5
iter: 18, iterW: 169, iterH: 5
iter: 19, iterW: 200, iterH: 5
iter: 20, iterW: 200, iterH: 5
iter: 21, iterW: 200, iterH: 3
iter: 22, iterW: 177, iterH: 3
iter: 23, iterW: 123, iterH: 3
iter: 24, iterW: 119, iterH: 3
iter: 25, iterW: 134, iterH: 3
iter: 26, iterW: 158, iterH: 3
iter: 27, iterW: 177, iterH: 3
iter: 28, iterW: 151, iterH: 3
iter: 29, iterW: 126, iterH: 3
iter: 30, iterW: 143, iterH: 2
iter: 31, iterW: 80, iterH: 2
iter: 32, iterW: 109, iterH: 2
iter: 33, iterW: 73, iterH: 2
iter: 34, iterW: 108, iterH: 2
iter: 35, iterW: 96, iterH: 2
iter: 36, iterW: 107, iterH: 2
iter: 37, iterW: 86, iterH: 2
iter: 38, iterW: 81, iterH: 1
iter: 39, iterW: 33, iterH: 44
iter: 40, iterW: 200, iterH: 24
iter: 41, iterW: 183, iterH: 20
iter: 42, iterW: 200, iterH: 17
iter: 43, iterW: 157, iterH: 15
iter: 44, iterW: 113, iterH: 14
iter: 45, iterW: 140, iterH: 14
iter: 46, iterW: 93, iterH: 12
iter: 47, iterW: 94, iterH: 12
iter: 48, iterW: 86, iterH: 10
iter: 49, iterW: 89, iterH: 10
iter: 50, iterW: 96, iterH: 8
iter: 51, iterW: 96, iterH: 8
iter: 52, iterW: 90, iterH: 8
iter: 53, iterW: 99, iterH: 7
iter: 54, iterW: 70, iterH: 7
iter: 55, iterW: 77, iterH: 7
iter: 56, iterW: 76, iterH: 6
iter: 57, iterW: 91, iterH: 7
iter: 58, iterW: 81, iterH: 6
iter: 59, iterW: 66, iterH: 6
iter: 60, iterW: 74, iterH: 6
iter: 61, iterW: 70, iterH: 5
iter: 62, iterW: 48, iterH: 5
iter: 63, iterW: 44, iterH: 5
iter: 64, iterW: 56, iterH: 5
iter: 65, iterW: 58, iterH: 5
iter: 66, iterW: 78, iterH: 5
iter: 67, iterW: 65, iterH: 5
iter: 68, iterW: 51, iterH: 5
iter: 69, iterW: 75, iterH: 5
iter: 70, iterW: 84, iterH: 5
iter: 71, iterW: 46, iterH: 5
iter: 72, iterW: 44, iterH: 5
iter: 73, iterW: 68, iterH: 5
iter: 74, iterW: 58, iterH: 5
iter: 75, iterW: 79, iterH: 5
iter: 76, iterW: 62, iterH: 5
iter: 77, iterW: 83, iterH: 5
iter: 78, iterW: 55, iterH: 5
iter: 79, iterW: 57, iterH: 4
iter: 80, iterW: 58, iterH: 5
iter: 81, iterW: 64, iterH: 4
iter: 82, iterW: 47, iterH: 4
iter: 83, iterW: 28, iterH: 4
iter: 84, iterW: 50, iterH: 4
iter: 85, iterW: 49, iterH: 4
iter: 86, iterW: 35, iterH: 4
iter: 87, iterW: 33, iterH: 4
iter: 88, iterW: 55, iterH: 5
iter: 89, iterW: 39, iterH: 5
iter: 90, iterW: 38, iterH: 6
iter: 91, iterW: 43, iterH: 6
iter: 92, iterW: 34, iterH: 5
iter: 93, iterW: 58, iterH: 6
iter: 94, iterW: 30, iterH: 6
iter: 95, iterW: 41, iterH: 6
iter: 96, iterW: 26, iterH: 6
iter: 97, iterW: 41, iterH: 6
iter: 98, iterW: 49, iterH: 6
iter: 99, iterW: 59, iterH: 6
iter: 100, iterW: 26, iterH: 6
iter: 101, iterW: 24, iterH: 6
iter: 102, iterW: 31, iterH: 6
iter: 103, iterW: 32, iterH: 6
iter: 104, iterW: 28, iterH: 6
iter: 105, iterW: 38, iterH: 6
iter: 106, iterW: 35, iterH: 6
iter: 107, iterW: 48, iterH: 6
iter: 108, iterW: 52, iterH: 6
iter: 109, iterW: 32, iterH: 6
iter: 110, iterW: 41, iterH: 6
iter: 111, iterW: 48, iterH: 7
iter: 112, iterW: 50, iterH: 6
iter: 113, iterW: 43, iterH: 6
iter: 114, iterW: 46, iterH: 6
iter: 115, iterW: 40, iterH: 6
iter: 116, iterW: 34, iterH: 6
iter: 117, iterW: 39, iterH: 6
iter: 118, iterW: 37, iterH: 6
iter: 119, iterW: 34, iterH: 6
iter: 120, iterW: 33, iterH: 6
iter: 121, iterW: 19, iterH: 6
iter: 122, iterW: 29, iterH: 6
iter: 123, iterW: 34, iterH: 6
iter: 124, iterW: 35, iterH: 6
iter: 125, iterW: 30, iterH: 6
iter: 126, iterW: 31, iterH: 5
iter: 127, iterW: 35, iterH: 6
iter: 128, iterW: 45, iterH: 6
iter: 129, iterW: 43, iterH: 5
iter: 130, iterW: 25, iterH: 5
iter: 131, iterW: 28, iterH: 5
iter: 132, iterW: 28, iterH: 5
iter: 133, iterW: 43, iterH: 5
iter: 134, iterW: 36, iterH: 5
iter: 135, iterW: 26, iterH: 5
iter: 136, iterW: 41, iterH: 5
iter: 137, iterW: 27, iterH: 5
iter: 138, iterW: 31, iterH: 5
iter: 139, iterW: 27, iterH: 5
iter: 140, iterW: 25, iterH: 5
iter: 141, iterW: 29, iterH: 5
iter: 142, iterW: 34, iterH: 5
iter: 143, iterW: 30, iterH: 6
iter: 144, iterW: 20, iterH: 5
iter: 145, iterW: 24, iterH: 5
iter: 146, iterW: 26, iterH: 5
iter: 147, iterW: 28, iterH: 5
iter: 148, iterW: 29, iterH: 5
iter: 149, iterW: 25, iterH: 5
iter: 150, iterW: 28, iterH: 5
iter: 151, iterW: 27, iterH: 5
iter: 152, iterW: 26, iterH: 5
iter: 153, iterW: 23, iterH: 5
iter: 154, iterW: 23, iterH: 5
iter: 155, iterW: 24, iterH: 5
iter: 156, iterW: 26, iterH: 5
iter: 157, iterW: 26, iterH: 5
iter: 158, iterW: 28, iterH: 5
iter: 159, iterW: 29, iterH: 5
iter: 160, iterW: 27, iterH: 5
iter: 161, iterW: 26, iterH: 5
iter: 162, iterW: 24, iterH: 5
iter: 163, iterW: 26, iterH: 5
iter: 164, iterW: 26, iterH: 5
iter: 165, iterW: 21, iterH: 5
iter: 166, iterW: 27, iterH: 5
iter: 167, iterW: 21, iterH: 5
iter: 168, iterW: 24, iterH: 5
iter: 169, iterW: 33, iterH: 5
iter: 170, iterW: 28, iterH: 5
iter: 171, iterW: 36, iterH: 5
iter: 172, iterW: 29, iterH: 5
iter: 173, iterW: 37, iterH: 5
iter: 174, iterW: 29, iterH: 4
iter: 175, iterW: 34, iterH: 5
iter: 176, iterW: 35, iterH: 5
iter: 177, iterW: 31, iterH: 4
iter: 178, iterW: 25, iterH: 4
iter: 179, iterW: 31, iterH: 5
iter: 180, iterW: 30, iterH: 4
iter: 181, iterW: 25, iterH: 4
iter: 182, iterW: 31, iterH: 4
iter: 183, iterW: 26, iterH: 4
iter: 184, iterW: 25, iterH: 4
iter: 185, iterW: 31, iterH: 4
iter: 186, iterW: 26, iterH: 4
iter: 187, iterW: 25, iterH: 4
iter: 188, iterW: 31, iterH: 4
iter: 189, iterW: 42, iterH: 5
iter: 190, iterW: 45, iterH: 5
iter: 191, iterW: 39, iterH: 4
iter: 192, iterW: 27, iterH: 4
iter: 193, iterW: 25, iterH: 4
iter: 194, iterW: 32, iterH: 4
iter: 195, iterW: 32, iterH: 4
iter: 196, iterW: 31, iterH: 4
iter: 197, iterW: 27, iterH: 4
iter: 198, iterW: 34, iterH: 4
iter: 199, iterW: 23, iterH: 4
iter: 200, iterW: 26, iterH: 4
gnmfo
iter: 1, iterW: 1, iterH: 0
iter: 2, iterW: 0, iterH: 0
iter: 3, iterW: 3, iterH: 0
iter: 4, iterW: 0, iterH: 0
iter: 5, iterW: 0, iterH: 0
iter: 6, iterW: 94, iterH: 0
iter: 7, iterW: 0, iterH: 0
iter: 8, iterW: 130, iterH: 0
iter: 9, iterW: 0, iterH: 5
iter: 10, iterW: 200, iterH: 3
iter: 11, iterW: 200, iterH: 2
iter: 12, iterW: 199, iterH: 1
iter: 13, iterW: 146, iterH: 11
iter: 14, iterW: 200, iterH: 7
iter: 15, iterW: 200, iterH: 6
iter: 16, iterW: 197, iterH: 5
iter: 17, iterW: 102, iterH: 4
iter: 18, iterW: 108, iterH: 4
iter: 19, iterW: 82, iterH: 4
iter: 20, iterW: 71, iterH: 6
iter: 21, iterW: 68, iterH: 5
iter: 22, iterW: 71, iterH: 5
iter: 23, iterW: 87, iterH: 5
iter: 24, iterW: 104, iterH: 5
iter: 25, iterW: 85, iterH: 5
iter: 26, iterW: 75, iterH: 5
iter: 27, iterW: 46, iterH: 4
iter: 28, iterW: 53, iterH: 4
iter: 29, iterW: 50, iterH: 4
iter: 30, iterW: 46, iterH: 4
iter: 31, iterW: 38, iterH: 4
iter: 32, iterW: 42, iterH: 4
iter: 33, iterW: 43, iterH: 4
iter: 34, iterW: 48, iterH: 4
iter: 35, iterW: 38, iterH: 4
iter: 36, iterW: 39, iterH: 4
iter: 37, iterW: 46, iterH: 4
iter: 38, iterW: 43, iterH: 4
iter: 39, iterW: 34, iterH: 4
iter: 40, iterW: 33, iterH: 5
iter: 41, iterW: 34, iterH: 5
iter: 42, iterW: 39, iterH: 5
iter: 43, iterW: 45, iterH: 5
iter: 44, iterW: 41, iterH: 5
iter: 45, iterW: 36, iterH: 5
iter: 46, iterW: 34, iterH: 5
iter: 47, iterW: 49, iterH: 5
iter: 48, iterW: 57, iterH: 5
iter: 49, iterW: 47, iterH: 4
iter: 50, iterW: 34, iterH: 4
iter: 51, iterW: 30, iterH: 4
iter: 52, iterW: 27, iterH: 4
iter: 53, iterW: 30, iterH: 4
iter: 54, iterW: 40, iterH: 4
iter: 55, iterW: 29, iterH: 4
iter: 56, iterW: 28, iterH: 4
iter: 57, iterW: 32, iterH: 4
iter: 58, iterW: 35, iterH: 4
iter: 59, iterW: 37, iterH: 4
iter: 60, iterW: 28, iterH: 4
iter: 61, iterW: 37, iterH: 4
iter: 62, iterW: 32, iterH: 4
iter: 63, iterW: 32, iterH: 4
iter: 64, iterW: 32, iterH: 4
iter: 65, iterW: 35, iterH: 4
iter: 66, iterW: 34, iterH: 4
iter: 67, iterW: 38, iterH: 4
iter: 68, iterW: 33, iterH: 4
iter: 69, iterW: 34, iterH: 4
iter: 70, iterW: 30, iterH: 3
iter: 71, iterW: 26, iterH: 3
iter: 72, iterW: 31, iterH: 3
iter: 73, iterW: 44, iterH: 3
iter: 74, iterW: 30, iterH: 3
iter: 75, iterW: 26, iterH: 3
iter: 76, iterW: 32, iterH: 3
iter: 77, iterW: 25, iterH: 3
iter: 78, iterW: 26, iterH: 3
iter: 79, iterW: 29, iterH: 3
iter: 80, iterW: 19, iterH: 3
iter: 81, iterW: 29, iterH: 3
iter: 82, iterW: 29, iterH: 3
iter: 83, iterW: 27, iterH: 3
iter: 84, iterW: 29, iterH: 3
iter: 85, iterW: 22, iterH: 3
iter: 86, iterW: 24, iterH: 3
iter: 87, iterW: 28, iterH: 3
iter: 88, iterW: 24, iterH: 3
iter: 89, iterW: 26, iterH: 3
iter: 90, iterW: 27, iterH: 3
iter: 91, iterW: 27, iterH: 3
iter: 92, iterW: 28, iterH: 3
iter: 93, iterW: 29, iterH: 3
iter: 94, iterW: 33, iterH: 3
iter: 95, iterW: 16, iterH: 3
iter: 96, iterW: 17, iterH: 3
iter: 97, iterW: 27, iterH: 3
iter: 98, iterW: 25, iterH: 3
iter: 99, iterW: 25, iterH: 3
iter: 100, iterW: 20, iterH: 3
iter: 101, iterW: 18, iterH: 3
iter: 102, iterW: 19, iterH: 3
iter: 103, iterW: 17, iterH: 3
iter: 104, iterW: 21, iterH: 3
iter: 105, iterW: 19, iterH: 3
iter: 106, iterW: 20, iterH: 3
iter: 107, iterW: 21, iterH: 3
iter: 108, iterW: 21, iterH: 3
iter: 109, iterW: 21, iterH: 3
iter: 110, iterW: 17, iterH: 3
iter: 111, iterW: 18, iterH: 3
iter: 112, iterW: 20, iterH: 3
iter: 113, iterW: 19, iterH: 3
iter: 114, iterW: 19, iterH: 3
iter: 115, iterW: 20, iterH: 3
iter: 116, iterW: 19, iterH: 3
iter: 117, iterW: 20, iterH: 3
iter: 118, iterW: 18, iterH: 3
iter: 119, iterW: 17, iterH: 3
iter: 120, iterW: 19, iterH: 3
iter: 121, iterW: 23, iterH: 3
iter: 122, iterW: 25, iterH: 3
iter: 123, iterW: 22, iterH: 3
iter: 124, iterW: 22, iterH: 3
iter: 125, iterW: 22, iterH: 3
iter: 126, iterW: 22, iterH: 3
iter: 127, iterW: 23, iterH: 3
iter: 128, iterW: 20, iterH: 3
iter: 129, iterW: 19, iterH: 3
iter: 130, iterW: 23, iterH: 3
iter: 131, iterW: 20, iterH: 3
iter: 132, iterW: 18, iterH: 3
iter: 133, iterW: 26, iterH: 3
iter: 134, iterW: 19, iterH: 3
iter: 135, iterW: 25, iterH: 3
iter: 136, iterW: 23, iterH: 3
iter: 137, iterW: 26, iterH: 3
iter: 138, iterW: 26, iterH: 3
iter: 139, iterW: 26, iterH: 3
iter: 140, iterW: 26, iterH: 2
iter: 141, iterW: 12, iterH: 2
iter: 142, iterW: 21, iterH: 2
iter: 143, iterW: 13, iterH: 2
iter: 144, iterW: 34, iterH: 2
iter: 145, iterW: 14, iterH: 2
iter: 146, iterW: 14, iterH: 2
iter: 147, iterW: 12, iterH: 2
iter: 148, iterW: 12, iterH: 2
iter: 149, iterW: 16, iterH: 2
iter: 150, iterW: 11, iterH: 2
iter: 151, iterW: 43, iterH: 2
iter: 152, iterW: 28, iterH: 2
iter: 153, iterW: 12, iterH: 2
iter: 154, iterW: 14, iterH: 2
iter: 155, iterW: 14, iterH: 2
iter: 156, iterW: 18, iterH: 2
iter: 157, iterW: 14, iterH: 2
iter: 158, iterW: 14, iterH: 2
iter: 159, iterW: 14, iterH: 2
iter: 160, iterW: 11, iterH: 2
iter: 161, iterW: 48, iterH: 2
iter: 162, iterW: 14, iterH: 2
iter: 163, iterW: 13, iterH: 2
iter: 164, iterW: 30, iterH: 2
iter: 165, iterW: 14, iterH: 2
iter: 166, iterW: 18, iterH: 2
iter: 167, iterW: 13, iterH: 2
iter: 168, iterW: 41, iterH: 2
iter: 169, iterW: 25, iterH: 2
iter: 170, iterW: 29, iterH: 2
iter: 171, iterW: 28, iterH: 2
iter: 172, iterW: 12, iterH: 2
iter: 173, iterW: 14, iterH: 2
iter: 174, iterW: 12, iterH: 2
iter: 175, iterW: 13, iterH: 2
iter: 176, iterW: 32, iterH: 2
iter: 177, iterW: 12, iterH: 2
iter: 178, iterW: 13, iterH: 2
iter: 179, iterW: 36, iterH: 2
iter: 180, iterW: 14, iterH: 2
iter: 181, iterW: 15, iterH: 2
iter: 182, iterW: 28, iterH: 2
iter: 183, iterW: 12, iterH: 2
iter: 184, iterW: 11, iterH: 2
iter: 185, iterW: 34, iterH: 2
iter: 186, iterW: 12, iterH: 2
iter: 187, iterW: 12, iterH: 2
iter: 188, iterW: 17, iterH: 2
iter: 189, iterW: 16, iterH: 2
iter: 190, iterW: 32, iterH: 2
iter: 191, iterW: 13, iterH: 2
iter: 192, iterW: 34, iterH: 2
iter: 193, iterW: 12, iterH: 2
iter: 194, iterW: 16, iterH: 2
iter: 195, iterW: 16, iterH: 2
iter: 196, iterW: 17, iterH: 2
iter: 197, iterW: 31, iterH: 2
iter: 198, iterW: 34, iterH: 2
iter: 199, iterW: 12, iterH: 2
iter: 200, iterW: 13, iterH: 2
